,Time,Latitude,Longitude,Bitrate,DISTANCE_CENTER,DISTANCE_AP_RUESTHALLE,DISTANCE_AP_GARAGE
45,10:10:30.998000,52.315955882,10.561078285,94.4,49.542839243432404,10.608011930943357,92.80656813359535
46,10:10:31.998000,52.315956209,10.561078004,94.4,49.56822933741597,10.636374902937106,92.83282289693238
47,10:10:32.998000,52.315956534,10.561077552,83.9,49.60506950626654,10.675965186182086,92.87045162757074
48,10:10:33.998000,52.315956777,10.561076983,105.0,49.64812167993441,10.720742683298212,92.91400688376295
49,10:10:34.998000,52.31595709,10.56107644,83.9,49.69085172807623,10.766017520279096,92.95744469280385
50,10:10:35.998000,52.315957153,10.561075844,94.3,49.732092297577125,10.806998995259896,92.99865852827261
51,10:10:36.998000,52.315957369,10.561075158,94.4,49.782461784801185,10.858638496890173,93.04940468619664
52,10:10:37.998000,52.31595775,10.561074471,94.4,49.836250825684814,10.915532112811944,93.10403031798711
53,10:10:38.998000,52.315958227,10.561073929,94.3,49.882299417837125,10.966072606889133,93.15121749581455
54,10:10:39.998000,52.31595883,10.561073413,94.4,49.929232829985644,11.019137698487327,93.19961704153525
55,10:10:40.998000,52.315959223,10.561072817,94.4,49.977262552823774,11.070792360439176,93.24849907516315
56,10:10:41.998000,52.315959784,10.561072563,94.4,50.00588411891787,11.10581898788356,93.27850700616126
57,10:10:42.998000,52.315960755,10.561072255,94.4,50.046767167453815,11.158528700060083,93.32175442850652
58,10:10:43.998000,52.315962468,10.561072064,94.4,50.095817878521125,11.230786056270285,93.37483806292255
59,10:10:44.998000,52.315963947,10.561072018,94.4,50.13076234999517,11.287759238069238,93.41304002777366
60,10:10:45.998000,52.31596514,10.561071881,94.4,50.16600301839163,11.341642682697994,93.45070647670693
61,10:10:46.998000,52.315966163,10.561071637,94.4,50.204937171015594,11.396955163960675,93.49156707843805
